Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
GKN,11.068,12.455,0.6478,11.988,1064,Consumer Discretionary,Auto & Truck Parts,Europe,United Kingdom,United Kingdom,,Anne Stevens,http://www.forbes.com/companies/gkn/,0.0540373707040374,0.0520112404656764
Cosmo Energy Holdings,2.914,22.765,0.657,15.899,1065,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Hiroshi Kiriyama,http://www.forbes.com/companies/cosmo-energy-holdings/,0.0413233536700421,0.0288600922468702
Intact Financial,10.391,7.212,0.6102,21.634,1066,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Charles Brindamour,http://www.forbes.com/companies/intact-financial/,0.0282056022926874,0.0846089850249584
CJ Corporation,4.499,23.793,0.4102,27.393,1067,Consumer Staples,Food Processing,Asia,South Korea,South Korea,,Chae-Wook Lee,http://www.forbes.com/companies/cj-corporation/,0.0149746285547403,0.0172403648131803
Shanghai Construction,5.131,21.904,0.3945,30.292,1068,Industrials,Construction Services,Asia,China,China,,Kyung-Shik Son,http://www.forbes.com/companies/shanghai-construction/,0.0130232404595273,0.0180104090577064
MTN Group,18.382,9.981,0.3317,19.581,1069,Telecommunication Services,Telecommunications services,Africa,South Africa,South Africa,,Robert Shuter,http://www.forbes.com/companies/mtn-group/,0.0169398907103825,0.0332331429716461
Investec,7.549,5.359,0.616,69.522,1070,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Fani Titi,http://www.forbes.com/companies/investec/,0.00886050458847559,0.114946818436275
Zhejiang Zheneng Electric Power,10.972,7.95,0.5994,17.778,1071,Utilities,Electric Utilities,Asia,China,China,,Wei Sun,http://www.forbes.com/companies/zhejiang-zheneng-electric-power/,0.0337158285521431,0.0753962264150943
BDO Unibank,11.133,2.984,0.5537,53.617,1072,Financials,Regional Banks,Asia,Philippines,Philippines,,Nestor Tan,http://www.forbes.com/companies/bdo-unibank/,0.0103269485424399,0.185556300268096
Grupo Inbursa,10.356,4.483,0.9787,28.741,1073,Financials,Regional Banks,North America,Mexico,Mexico,,Javier Izquierdo,http://www.forbes.com/companies/grupo-inbursa/,0.0340523990118646,0.218313629266116
Lonza Group,19.742,5.187,0.7396,14.613,1074,Materials,Specialized Chemicals,Europe,Switzerland,Switzerland,,Richard Ridinger,http://www.forbes.com/companies/lonza-group/,0.0506124683500992,0.142587237324079
Torchmark,9.711,4.202,1.4942,23.182,1075,Financials,Life & Health Insurance,North America,United States,Texas,Texas,Gary Coleman,http://www.forbes.com/companies/torchmark/,0.0644551807436804,0.355592574964303
Grasim Industries,10.744,7.491,0.4197,31.592,1076,Materials,Construction Materials,Asia,India,India,,Larry Hutchison,http://www.forbes.com/companies/grasim-industries/,0.0132850088630033,0.0560272326792151
Campbell Soup,12.23,7.858,1.054,8.336,1077,Consumer Staples,Food Processing,North America,United States,New Jersey,New Jersey,Denise Morrison,http://www.forbes.com/companies/campbell-soup/,0.126439539347409,0.134130822092135
Krung Thai Bank,7.638,4.818,0.6259,92.341,1078,Financials,Regional Banks,Asia,Thailand,Thailand,,Krairit Euchukanonchai,http://www.forbes.com/companies/krung-thai-bank/,0.00677813755536544,0.129908675799087
Renesas Electronics,16.737,7.126,0.8271,9.555,1079,Information Technology,Semiconductors,Asia,Japan,Japan,,Bunsei Kure,http://www.forbes.com/companies/renesas-electronics/,0.0865620094191523,0.116067920291889
Lenovo Group,5.832,44.302,-0.1157,29.499,1080,Information Technology,Computer Hardware,Asia,Hong Kong,Hong Kong,,Yuan Yang,http://www.forbes.com/companies/lenovo-group/,-0.00392216685311367,-0.00261162024287843
L Brands,9.014,12.633,0.9831,8.149,1081,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,Ohio,Ohio,Leslie Wexner,http://www.forbes.com/companies/l-brands/,0.120640569395018,0.0778199952505343
Ventas,19.066,3.634,0.563,23.494,1082,Financials,Real Estate,North America,United States,Illinois,Illinois,Debra Cafaro,http://www.forbes.com/companies/ventas/,0.0239635651655742,0.154925701706109
Advanced Semiconductor,11.223,9.633,0.7512,12.24,1083,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Hung Pen Chang,http://www.forbes.com/companies/advanced-semiconductor/,0.0613725490196078,0.0779819370912488
GD Power Development,8.934,9.11,0.3626,44.384,1084,Utilities,Electric Utilities,Asia,China,China,,Shu Feng,http://www.forbes.com/companies/gd-power-development/,0.0081696106705119,0.0398024149286498
C.H. Robinson,12.036,15.38,0.5251,4.308,1085,Industrials,Other Transportation,North America,United States,Minnesota,Minnesota,John Wiehoff,http://www.forbes.com/companies/ch-robinson/,0.121889507892293,0.0341417425227568
Arthur J. Gallagher,12.529,6.545,0.6811,16.128,1086,Financials,Insurance Brokers,North America,United States,Illinois,Illinois,Patrick Gallagher Jr.,http://www.forbes.com/companies/arthur-j-gallagher/,0.0422309027777778,0.104064171122995
Sojitz,4.804,16.389,0.5129,22.1,1086,Industrials,Trading Companies,Asia,Japan,Japan,,Yoji Sato,http://www.forbes.com/companies/sojitz/,0.0232081447963801,0.0312953810482641
Korean Air,3.06,10.696,0.7001,23.024,1088,Industrials,Airline,Asia,South Korea,South Korea,,Won-Tae Cho,http://www.forbes.com/companies/korean-air/,0.0304074009728978,0.0654543754674645
Steel Dynamics,11.379,9.774,0.8395,6.973,1089,Materials,Iron & Steel,North America,United States,Indiana,Indiana,Mark Millett,http://www.forbes.com/companies/steel-dynamics/,0.120392944213395,0.0858911397585431
Jiangsu Yanghe Brewery,30.927,2.914,1.1104,7.051,1090,Consumer Staples,Beverages,Asia,China,China,,Gi-Hong Woo,http://www.forbes.com/companies/jiangsu-yanghe-brewery/,0.157481208339243,0.381056966369252
Universal Health,11.174,10.484,0.7697,11.024,1090,Health Care,Healthcare Services,North America,United States,Pennsylvania,Pennsylvania,Alan Miller,http://www.forbes.com/companies/universal-health/,0.0698203918722787,0.0734166348721862
Guangzhou Rural Commercial Bank,6.56,4.583,0.8463,95.108,1092,Financials,Regional Banks,Asia,China,China,,Ji Wang,http://www.forbes.com/companies/guangzhou-rural-commercial-bank/,0.00889830508474576,0.184660702596552
Pegatron,5.885,39.241,0.4826,16.407,1093,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Syh-Jang Liao,http://www.forbes.com/companies/pegatron/,0.0294142743950753,0.0122983614077113
RiseSun Real Estate Development,7.187,5.881,0.8907,31.426,1093,Industrials,Construction Services,Asia,China,China,,Jian Geng,http://www.forbes.com/companies/risesun-real-estate-development/,0.02834277349965,0.151453834381908
Helvetia Holding,5.888,9.844,0.4118,59.986,1095,Financials,Diversified Insurance,Europe,Switzerland,Switzerland,,Philipp Gmür,http://www.forbes.com/companies/helvetia-holding/,0.00686493515153536,0.0418325883787078
Moody's,33.4,4.356,1.0279,9.014,1095,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Raymond McDaniel,http://www.forbes.com/companies/moodys/,0.114033725316175,0.235973370064279
Celanese,14.679,6.52,1.023,9.78,1097,Materials,Diversified Chemicals,North America,United States,Texas,Texas,Mark Rohr,http://www.forbes.com/companies/celanese/,0.104601226993865,0.156901840490798
UC Rusal,3.871,9.97,1.2228,16.013,1098,Materials,Aluminum,Europe,Cyprus,Cyprus,,Evgeny Nikitin,http://www.forbes.com/companies/uc-rusal/,0.0763629550989821,0.122647943831494
Newmont Mining,21.548,7.506,0.048,20.483,1099,Materials,Diversified Metals & Mining,North America,United States,Colorado,Colorado,Gary Goldberg,http://www.forbes.com/companies/newmont-mining/,0.00234340672753015,0.00639488409272582
Carlsberg,17.425,9.372,0.1909,18.849,1100,Consumer Staples,Beverages,Europe,Denmark,Denmark,,Cees't Hart,http://www.forbes.com/companies/carlsberg/,0.0101278582418165,0.0203691848058045
Kerry Group,18.739,7.228,0.6638,8.886,1101,Consumer Staples,Food Processing,Europe,Ireland,Ireland,,Edmond Scanlon,http://www.forbes.com/companies/kerry-group/,0.0747017780778753,0.0918372993912562
Concordia Financial Group,7.252,2.898,0.5992,175.464,1102,Financials,Regional Banks,Asia,Japan,Japan,,,http://www.forbes.com/companies/concordia-financial-group/,0.0034149455158893,0.206763285024155
Markel,16.088,6.344,0.2476,32.866,1102,Financials,Diversified Insurance,North America,United States,Virginia,Virginia,Thomas Gayner,http://www.forbes.com/companies/markel/,0.00753362137163026,0.0390290037831021
Symantec,12.132,4.846,1.163,15.761,1104,Information Technology,Software & Programming,North America,United States,California,California,Greg Clark,http://www.forbes.com/companies/symantec/,0.0737897341539242,0.239991745769707
Aeroports de Paris,21.829,4.08,0.6441,17.143,1105,Industrials,Other Transportation,Europe,France,France,,Augustin de Romanet de Beaune,http://www.forbes.com/companies/aeroports-de-paris/,0.0375721868984425,0.157867647058824
Bank Pekao,8.802,2.328,0.6558,53.374,1106,Financials,Regional Banks,Europe,Poland,Poland,,Michal Krupinski,http://www.forbes.com/companies/bank-pekao/,0.0122868812530446,0.281701030927835
Intuitive Surgical,53.062,3.302,0.7675,6.426,1107,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Gary Guthart,http://www.forbes.com/companies/intuitive-surgical/,0.119436663554311,0.232434887946699
Hainan Airlines,,9.381,0.5827,29.643,1108,Industrials,Airline,Asia,China,China,,Jian Sun,http://www.forbes.com/companies/hainan-airlines/,0.0196572546638329,0.0621149131222684
BAIC Motor,7.842,19.858,0.3342,25.707,1109,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Shao Wang,http://www.forbes.com/companies/baic-motor/,0.0130003500991948,0.0168294893745594
Quest Diagnostics,13.921,7.694,0.782,10.695,1110,Health Care,Healthcare Services,North America,United States,New Jersey,New Jersey,Stephen Rusckowski,http://www.forbes.com/companies/quest-diagnostics/,0.0731182795698925,0.101637639719262
KPN,12.703,7.328,0.5448,16.247,1111,Telecommunication Services,Telecommunications services,Europe,Netherlands,Netherlands,,Maximo Ibarra,http://www.forbes.com/companies/kpn/,0.0335323444328184,0.0743449781659389
Aramark,9.356,15.152,0.4983,13.733,1112,Consumer Discretionary,Restaurants,North America,United States,Pennsylvania,Pennsylvania,Eric Foss,http://www.forbes.com/companies/aramark/,0.0362848612830408,0.032886747624076
Arch Capital Group,10.815,5.443,0.5071,32.132,1113,Financials,Property & Casualty Insurance,North America,Bermuda,Bermuda,,Marc Grandisson,http://www.forbes.com/companies/arch-capital-group/,0.0157817751773933,0.0931655337130259
DSV,14.934,11.787,0.4842,6.356,1113,Industrials,Trucking,Europe,Denmark,Denmark,,Jens Andersen,http://www.forbes.com/companies/dsv/,0.0761799874134676,0.0410791550012726
Hankyu Hanshin Holdings,9.699,6.603,0.6354,21.199,1115,Industrials,Railroads,Asia,Japan,Japan,,Kazuo Sumi,http://www.forbes.com/companies/hankyu-hanshin-holdings/,0.0299731119392424,0.0962289868241708
AU Optronics,4.091,11.21,1.0637,14.834,1116,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Shuang Peng,http://www.forbes.com/companies/au-optronics/,0.0717068895779965,0.0948884924174844
Origin Energy,13.074,11.364,-0.7566,19.868,1116,Utilities,Electric Utilities,Australia,Australia,Australia,,Frank Calabria,http://www.forbes.com/companies/origin-energy/,-0.038081336823032,-0.0665786694825766
Tokyo Century,7.153,9.133,0.4631,35.35,1118,Financials,Rental & Leasing,Asia,Japan,Japan,,Toshihito Tamba,http://www.forbes.com/companies/tokyo-century/,0.0131004243281471,0.0507062301543852
Singapore Airlines,9.874,11.234,0.4149,20.085,1119,Industrials,Airline,Asia,Singapore,Singapore,,Choon Goh,http://www.forbes.com/companies/singapore-airlines/,0.0206572068707991,0.0369325262595692
Eletrobrás,7.135,11.898,-0.5526,52.147,1120,Utilities,Electric Utilities,South America,Brazil,Brazil,,Wilson Ferreira Jr.,http://www.forbes.com/companies/eletrobras/,-0.0105969662684335,-0.0464447806354009
Dubai Islamic Bank,6.593,2.804,1.086,57.47,1121,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Adnan Chilwan,http://www.forbes.com/companies/dubai-islamic-bank/,0.0188968157299461,0.387303851640514
Grifols,18.667,5.001,0.785,13.375,1122,Health Care,Biotechs,Europe,Spain,Spain,,Victor Deu,http://www.forbes.com/companies/grifols/,0.0586915887850467,0.156968606278744
Arab National Bank,7.975,2.066,0.8071,45.783,1123,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Raimon Roura,http://www.forbes.com/companies/arab-national-bank/,0.0176288141886727,0.390658276863504
Attijariwafa Bank,10.035,3.719,0.5554,50.891,1123,Financials,Regional Banks,Africa,Morocco,Morocco,,Mohamed Kettani,http://www.forbes.com/companies/attijariwafa-bank/,0.0109135210548034,0.149341220758268
Thai Beverage,15.232,5.563,0.8736,12.569,1123,Consumer Staples,Beverages,Asia,Thailand,Thailand,,Thapana Sirivadhanabhakdi,http://www.forbes.com/companies/thai-beverage/,0.0695043360649216,0.15703756965666
Qantas Airways,7.65,12.517,0.7236,14,1126,Industrials,Airline,Australia,Australia,Australia,,Alan Joyce,http://www.forbes.com/companies/qantas-airways/,0.0516857142857143,0.0578093792442279
XPO Logistics,13.159,16.033,0.3633,12.961,1127,Industrials,Trucking,North America,United States,Connecticut,Connecticut,Bradley Jacobs,http://www.forbes.com/companies/xpo-logistics/,0.0280302445798935,0.0226595147508264
Air France-KLM,3.778,29.08,-0.3091,29.309,1128,Industrials,Airline,Europe,France,France,,Frédéric Gagey,http://www.forbes.com/companies/air-france-klm/,-0.0105462485925825,-0.0106292984869326
Saputo,12.965,8.874,0.6832,6.383,1129,Consumer Staples,Food Processing,North America,Canada,Canada,,Lino Saputo Jr.,http://www.forbes.com/companies/saputo/,0.107034309885634,0.0769889565021411
BCI-Banco Credito,9.209,3.195,0.5723,55.097,1130,Financials,Major Banks,South America,Chile,Chile,,Eugenio Chrismar,http://www.forbes.com/companies/bci-banco-credito/,0.0103871354157214,0.179123630672926
Sika,20.643,6.348,0.6538,5.944,1131,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Paul Schuler,http://www.forbes.com/companies/sika/,0.109993270524899,0.10299306868305
Mondi,13.148,8.008,0.7568,8.657,1132,Materials,Paper & Paper Products,Europe,United Kingdom,United Kingdom,,Peter Oswald,http://www.forbes.com/companies/mondi/,0.087420584498094,0.0945054945054945
Mitsubishi UFJ Lease,6.052,7.747,0.4892,49.438,1133,Financials,Rental & Leasing,Asia,Japan,Japan,,David Williams,http://www.forbes.com/companies/mitsubishi-ufj-lease/,0.00989522229863668,0.0631470246547051
Korea Gas,4.622,19.613,-1.0671,34.692,1134,Utilities,Natural Gas Utilities,Asia,South Korea,South Korea,,Won-Gi Ahn,http://www.forbes.com/companies/korea-gas/,-0.0307592528536838,-0.0544077907510325
Bombardier,7.82,16.672,-0.4612,26.726,1135,Industrials,Aerospace & Defense,North America,Canada,Canada,,Alain Bellemare,http://www.forbes.com/companies/bombardier/,-0.0172566040559755,-0.0276631477927063
Brighthouse Financial,5.762,8.44,-0.096,218.997,1135,Financials,Life & Health Insurance,North America,United States,North Carolina,North Carolina,Eric Steigerwalt,http://www.forbes.com/companies/brighthouse-financial/,-0.000438362169344786,-0.0113744075829384
Cheniere Energy,15.199,6.667,-0.09,28.341,1137,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Jack Fusco,http://www.forbes.com/companies/cheniere-energy/,-0.00317561130517625,-0.0134993250337483
Hyundai Marine & Fire,3.182,11.673,0.411,36.875,1137,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Cheol-Young Lee,http://www.forbes.com/companies/hyundai-marine-fire/,0.0111457627118644,0.0352094577229504
Power Assets Holdings,16.137,0.182,1.0675,13.688,1137,Utilities,Electric Utilities,Asia,Hong Kong,Hong Kong,,Chan-Jong Park,http://www.forbes.com/companies/power-assets-holdings/,0.0779880187025131,5.86538461538461
Yara International,11.417,11.452,0.3896,16.672,1140,Materials,Specialized Chemicals,Europe,Norway,Norway,,Svein Holsether,http://www.forbes.com/companies/yara-international/,0.0233685220729367,0.0340202584701362
Datang International Power,8.623,9.946,0.245,39.973,1141,Utilities,Electric Utilities,Asia,China,China,,Jin Chen,http://www.forbes.com/companies/datang-international-power/,0.00612913716758812,0.0246330182988136
AES,8.129,12.474,0.158,32.573,1142,Utilities,Electric Utilities,North America,United States,Virginia,Virginia,Andrés Ricardo Weilert,http://www.forbes.com/companies/aes/,0.00485064317072422,0.0126663459996793
